price,area,address,Mã tin,Hướng,Phòng ăn,Loại tin,Đường trước nhà,Nhà bếp,Loại BDS,Pháp lý,Sân thượng,Chiều ngang,Số lầu,Chổ để xe hơi,Chiều dài,Số phòng ngủ,Chính chủ
 2.5 tỷ , 34 m, Phố Doãn Kế Thiện. Phường Mai Dịch. Quận Cầu Giấy. Hà Nội,12153179,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"5,4m",4,,---,3,---
 5.8 tỷ , 40 m, Đường Hoàng Quốc Việt. Phường Nghĩa Đô. Quận Cầu Giấy. Hà Nội,12154382,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"5,5m",6,,---,4,---
 18.5 tỷ , 90 m, Phố Doãn Kế Thiện. Phường Mai Dịch. Quận Cầu Giấy. Hà Nội,12083183,_,,Cần bán,8m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,5m,3,,---,4,---
 3.15 tỷ , 50 m, Đường Lĩnh Nam. Phường Lĩnh Nam. Quận Hoàng Mai. Hà Nội,12062937,_,,Cần bán,4m,,Nhà trong hẻm,---,,5m,6,,---,3,---
 95 tỷ , 190 m, Phố Triệu Việt Vương. Phường Bùi Thị Xuân. Quận Hai Bà Trưng. Hà Nội,8765524,_,,Cần bán,15m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,5,,---,6,---
 84 tỷ , 90 m, Phố Tuệ Tĩnh. Phường Bùi Thị Xuân. Quận Hai Bà Trưng. Hà Nội,8765593,_,,Cần bán,15m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,8,,---,9,---
 115 tỷ , 135 m, Đường Bùi Thị Xuân. Phường Bùi Thị Xuân. Quận Hai Bà Trưng. Hà Nội,8816077,_,---,Cần bán,15m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,12,---,---,15,---
 3.8 tỷ , 50 m, Đường Cổ Linh. Phường Long Biên. Quận Long Biên. Hà Nội,10993807,_,,Cần bán,4m,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,4m,5,,---,4,---
 3.95 tỷ , 50 m, Phố Ngọc Trì. Phường Thạch Bàn. Quận Long Biên. Hà Nội,11003853,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,5,,---,4,---
 3.95 tỷ , 50 m, Đường Bát Khối. Phường Long Biên. Quận Long Biên. Hà Nội,10999736,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,5,,---,4,---
 3.7 tỷ , 40 m, Đường Hoàng Như Tiếp. Phường Bồ Đề. Quận Long Biên. Hà Nội,11009026,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,5,,---,4,---
 3.7 tỷ , 47 m, Đường Cổ Linh. Phường Long Biên. Quận Long Biên. Hà Nội,10933561,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,4,---
 4.8 tỷ , 52 m, Phố Bồ Đề. Phường Bồ Đề. Quận Long Biên. Hà Nội,10933418,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,4,---
 3.85 tỷ , 45 m, Đường Nguyễn Văn Cừ. Phường Ngọc Lâm. Quận Long Biên. Hà Nội,10963815,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,4,---
 3.7 tỷ , 46 m, Đường Ngọc Lâm. Phường Ngọc Lâm. Quận Long Biên. Hà Nội,10963912,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,3,---
 2.95 tỷ , 40 m, Đường Cổ Linh. Phường Long Biên. Quận Long Biên. Hà Nội,10953064,_,,Cần bán,4m,,Nhà trong hẻm,---,,---,5,,---,4,---
 10.6 tỷ , 151 m, Đường Lạc Long Quân. Phường Phú Thượng. Quận Tây Hồ. Hà Nội,12070752,Đông Nam,---,Cần bán,30m,---,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,---,10m,6,---,---,3,---
 40.5 tỷ , 628 m, 395 Đường lạc quân Đường Lạc Long Quân. Phường Phú Thượng. Quận Tây Hồ. Hà Nội,12076968,_,---,Cần bán,30m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,15m,3,---,---,5,---
 4.05 tỷ , 38 m, Đường 70. Phường Phương Canh. Quận Nam Từ Liêm. Hà Nội,12097634,_,---,Cần bán,7m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,2m",---,---,---,---,---
 424 tỷ , 210 m, Phố Đinh Tiên Hoàng. Phường Hàng Trống. Quận Hoàn Kiếm. Hà Nội,12119046,_,---,Cần bán,35mm,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"8,6m",3,---,---,3,---
 200 tỷ , 500 m, Đường Hoàng Quốc Việt. Phường Nghĩa Tân. Quận Cầu Giấy. Hà Nội,12135720,_,---,Cần bán,50m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,32m,9,---,---,8,---
 90 tỷ , 10.359 m, Tỉnh lộ 419. Thị trấn Quốc Oai. Huyện Quốc Oai. Hà Nội,12142415,_,---,Cần bán,20m,---,"Kho, xưởng",Sổ hồng/ Sổ đỏ,---,41m,3,---,---,3,---
 115 tỷ , 200 m, Đường Trương Công Giai. Phường Dịch Vọng. Quận Cầu Giấy. Hà Nội,12142629,_,---,Cần bán,25m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,28m,---,---,---,---,---
 134 tỷ , 220 m, Đường Quảng An. Phường Quảng An. Quận Tây Hồ. Hà Nội,12142725,Đông Nam,---,Cần bán,12m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"8,5m",7,---,---,8,---
 3.85 tỷ , 39 m, Đường Lê Quang Đạo. Phường Phú Đô. Quận Nam Từ Liêm. Hà Nội,12154741,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"3,5m",3,---,---,3,---
 32.75 tỷ , 73 m, Phố Nhật Chiêu. Phường Nhật Tân. Quận Tây Hồ. Hà Nội,12002192,_,---,Cần bán,10m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"3,2m",---,---,"22,8m",---,---
 1.9 tỷ , 55 m, Đường Quốc lộ 6. Phường Đồng Mai. Quận Hà Đông. Hà Nội,9751041,_,---,Cần bán,3m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,4m,---,---,---,---,---
 6.3 tỷ , 48 m, Đường Mỹ Đình. Phường Mỹ Đình 2. Quận Nam Từ Liêm. Hà Nội,10254663,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,6,,---,5,---
 15.5 tỷ , 100 m, Đường Khương Đình. Phường Thượng Đình. Quận Thanh Xuân. Hà Nội,10873366,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"5,7m",7,---,---,20,---
 8.8 tỷ , 55 m, 12 Phố Nguyễn Ngọc Nại. Phường Khương Mai. Quận Thanh Xuân. Hà Nội,10192792,_,---,Cần bán,10m,---,Nhà trong hẻm,---,---,---,3,---,---,3,---
 12.8 tỷ , 50 m, Đường Nguyễn Chí Thanh. Phường Láng Hạ. Quận Đống Đa. Hà Nội,10170894,_,---,Cần bán,20m,---,Nhà mặt tiền,---,---,---,5,---,---,7,---
 8.5 tỷ , 65 m, 15 Phố Nguyễn Ngọc Nại. Phường Khương Mai. Quận Thanh Xuân. Hà Nội,10186834,_,---,Cần bán,20m,---,Nhà trong hẻm,---,---,---,5,---,---,4,---
 68 tỷ , 213 m, phố Bờ Sông Sét.  Phường Giáp Bát. Quận Hoàng Mai. Hà Nội,10189723,_,---,Cần bán,20m,---,Nhà mặt tiền,---,---,---,7,---,---,20,---
 6.15 tỷ , 60 m, 31 Đường Định Công. Phường Định Công. Quận Hoàng Mai. Hà Nội,10150123,_,---,Cần bán,10m,---,Nhà trong hẻm,---,---,6m,5,---,10m,4,---
 8.9 tỷ , 43 m, 1 Đường Trường Chinh. Phường Khương Mai. Quận Thanh Xuân. Hà Nội,10349331,_,---,Cần bán,10m,---,Nhà trong hẻm,---,---,---,5,---,---,6,---
 17 tỷ , 161 m, 111 Đường Thanh Lân. Phường Thanh Trì. Quận Hoàng Mai. Hà Nội,10341524,_,---,Cần bán,20m,---,Nhà mặt tiền,---,---,---,1,---,---,3,---
 18.7 tỷ , 66 m, 33 Phố Thái Hà. Phường Trung Liệt. Quận Đống Đa. Hà Nội,10341242,_,---,Cần bán,8m,---,Nhà mặt tiền,---,---,---,6,---,---,6,---
 26 tỷ , 151 m, 111 Đường Nguyễn Cảnh Dị. Phường Đại Kim. Quận Hoàng Mai. Hà Nội,10341448,_,---,Cần bán,10m,---,Nhà mặt tiền,---,---,---,4,---,---,6,---
 6.65 tỷ , 50 m, 1 Đường Trương Định. Phường Thịnh Liệt. Quận Hoàng Mai. Hà Nội,10286900,_,---,Cần bán,8m,---,Nhà trong hẻm,---,---,---,5,---,---,4,---
 15.6 tỷ , 78 m, 2 Phố Tây Sơn. Phường Quang Trung. Quận Đống Đa. Hà Nội,10286155,_,---,Cần bán,10m,---,Nhà mặt tiền,---,---,---,6,---,---,6,---
 11.5 tỷ , 48 m, 11 Phố Hoàng Văn Thái. Phường Khương Trung. Quận Thanh Xuân. Hà Nội,10279209,_,---,Cần bán,8mm,---,Nhà mặt tiền,---,---,---,6,---,---,6,---
 55 tỷ , 99 m, 10 Phố Láng Hạ. Phường Thành Công. Quận Ba Đình. Hà Nội,10306904,_,---,Cần bán,20m,---,Nhà mặt tiền,---,---,---,4,---,---,4,---
 25 tỷ , 100 m, 11 Phố Ngụy Như Kon Tum. Phường Thanh Xuân Trung. Quận Thanh Xuân. Hà Nội,10305101,_,---,Cần bán,8m,---,Nhà mặt tiền,---,---,---,4,---,---,6,---
 18.2 tỷ , 73 m, 11 Đường Linh Đàm. Phường Hoàng Liệt. Quận Hoàng Mai. Hà Nội,10307059,_,---,Cần bán,20m,---,Nhà mặt tiền,---,---,---,4,---,---,4,---
 16.5 tỷ , 50 m, 11 Phố Tô Vĩnh Diện. Phường Khương Trung. Quận Thanh Xuân. Hà Nội,10402362,_,---,Cần bán,10m,---,Nhà mặt tiền,---,---,---,6,---,---,6,---
 46.4 tỷ , 340 m, 11 Đường Trần Thủ Độ. Phường Hoàng Liệt. Quận Hoàng Mai. Hà Nội,10404320,_,---,Cần bán,20m,---,"Biệt thự, nhà liền kề",---,---,---,4,---,---,6,---
 15 tỷ , 54 m, 31 Phố Xã Đàn. Phường Nam Đồng. Quận Đống Đa. Hà Nội,10407224,_,---,Cần bán,5m,---,Nhà mặt tiền,---,---,---,5,---,---,6,---
 29 tỷ , 186 m, Đường Tứ Hiệp. Xã Tứ Hiệp. Huyện Thanh Trì. Hà Nội,10385968,_,---,Cần bán,15m,---,Nhà mặt tiền,---,---,---,5,---,---,6,---
 18.5 tỷ , 121 m, 11 Đường Nguyễn Trãi. Phường Thanh Xuân Nam. Quận Thanh Xuân. Hà Nội,10395946,_,---,Cần bán,4m,---,Nhà mặt tiền,---,---,---,4,---,---,6,---
 1.9 tỷ , 20 m, Phố Kim Ngưu. Phường Thanh Nhàn. Quận Hai Bà Trưng. Hà Nội,12051201,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,3m,5,---,"6,5m",3,---
 2.99 tỷ , 39 m, Phố Chùa Bộc. Phường Quang Trung. Quận Đống Đa. Hà Nội,12073406,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,5m",4,---,12m,3,---
 3.55 tỷ , 30 m, Phố Bạch Mai. Phường Bạch Mai. Quận Hai Bà Trưng. Hà Nội,12059272,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,5,---,"7,5m",3,---
 2.75 tỷ , 30 m, Đường Minh Khai. Phường Minh Khai. Quận Hai Bà Trưng. Hà Nội,12082903,_,,Cần bán,6m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,3m,5,---,10m,3,---
 2.3 tỷ , 20 m, Phố Đồng Nhân. Phường Đồng Nhân. Quận Hai Bà Trưng. Hà Nội,12078502,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,3m,4,---,7m,2,---
 4.35 tỷ , 40 m, Phố Tạ Quang Bửu. Phường Bách Khoa. Quận Hai Bà Trưng. Hà Nội,12094270,_,,Cần bán,"3,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,4,---,8m,3,---
 3.45 tỷ , 30 m, Phố Lê Thanh Nghị. Phường Bách Khoa. Quận Hai Bà Trưng. Hà Nội,12125647,_,,Cần bán,"3,5m",,Nhà trong hẻm,---,,"3,5m",5,---,"9,5m",3,---
 7.5 tỷ , 40 m, Phố Lạc Trung. Phường Vĩnh Tuy. Quận Hai Bà Trưng. Hà Nội,12123837,_,,Cần bán,8m,,Nhà mặt tiền,---,,3m,3,---,13m,2,---
 3.3 tỷ , 39 m, Đường Trương Định. Phường Trương Định. Quận Hai Bà Trưng. Hà Nội,12141946,_,,Cần bán,2m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,3m,5,---,13m,4,---
 2.45 tỷ , 30 m, Đường Minh Khai. Phường Minh Khai. Quận Hai Bà Trưng. Hà Nội,12166994,_,,Cần bán,2m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,3m,5,---,10m,4,---
 7.75 tỷ , 100 m, 536 Đường Minh Khai. Phường Minh Khai. Quận Hai Bà Trưng. Hà Nội,12169680,_,---,Cần bán,"3,5m",---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,8m,3,---,12m,6,---
 3.15 tỷ , 53 m, 105 Phố Bạch Mai. Phường Bạch Mai. Quận Hai Bà Trưng. Hà Nội,12169576,_,,Cần bán,2m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,5,---,13m,4,---
 12.8 tỷ , 73 m, Đường Đầm Trấu. Phường Bạch Đằng. Quận Hai Bà Trưng. Hà Nội,11712399,Đông Nam,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,5,---,---,6,---
 10.5 tỷ , 66 m, Phố Tạ Quang Bửu. Phường Bách Khoa. Quận Hai Bà Trưng. Hà Nội,12092270,Tây Nam,---,Cần bán,5m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"8,2m",4,---,---,4,---
 9.7 tỷ , 47 m, Phố Huế. Phường Phố Huế. Quận Hai Bà Trưng. Hà Nội,11509520,_,---,Cần bán,5m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,4m,5,---,---,6,---
 85 tỷ , 285 m, Đường Kim Mã. Phường Kim Mã. Quận Ba Đình. Hà Nội,12159315,_,---,Cần bán,10m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,16m,1,---,---,1,---
 32 tỷ , 120 m, Đường Trần Duy Hưng. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,12063622,_,---,Cần bán,10m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,6m,9,---,---,11,---
 5.2 tỷ , 55 m, Đường Chu Huy Mân. Phường Phúc Đồng. Quận Long Biên. Hà Nội,11866742,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,5,---,11m,4,---
 13.2 tỷ , 48 m, Phố Nguyên Hồng. Phường Thành Công. Quận Ba Đình. Hà Nội,12035924,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,7m",5,,13m,4,---
 13.8 tỷ , 80 m, Đường Trường Chinh. Phường Khương Thượng. Quận Đống Đa. Hà Nội,11814590,_,,Cần bán,6m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"5,5m",5,,16m,4,---
 3.8 tỷ , 48 m, Đường Cầu Cốc. Phường Tây Mỗ. Quận Nam Từ Liêm. Hà Nội,8821727,_,,Cần bán,"3,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,5,,---,6,---
 2.5 tỷ , 35 m, Đường Cầu Cốc. Phường Tây Mỗ. Quận Nam Từ Liêm. Hà Nội,8842489,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,75m",4,,---,4,---
 3.2 tỷ , 33 m, Đường Quang Tiến. Phường Đại Mỗ. Quận Nam Từ Liêm. Hà Nội,8843046,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,8m",4,,---,4,---
 3.7 tỷ , 46 m, Đường Cầu Cốc. Phường Tây Mỗ. Quận Nam Từ Liêm. Hà Nội,8838282,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,5,,---,6,---
 2.1 tỷ , 32 m, Đường La Nội. Phường Dương Nội. Quận Hà Đông. Hà Nội,9988783,_,,Cần bán,"2,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,9m",3,---,---,3,---
 2.4 tỷ , 32 m, Đường Cầu Cốc. Phường Tây Mỗ. Quận Nam Từ Liêm. Hà Nội,9991684,_,,Cần bán,"2,4m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,4,,8m,3,---
 2.2 tỷ , 42 m, Đường Tây Mỗ. Phường Tây Mỗ. Quận Nam Từ Liêm. Hà Nội,10005393,_,---,Cần bán,3m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"3,9m",---,---,"10,76m",---,---
 1.7 tỷ , 38 m, Đường La Nội. Phường Dương Nội. Quận Hà Đông. Hà Nội,10032443,_,---,Cần bán,"2,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"3,8m",---,---,---,---,---
 2.2 tỷ , 33 m, Đường Tây Mỗ. Phường Tây Mỗ. Quận Nam Từ Liêm. Hà Nội,10048256,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,8m",2,,---,2,---
 2 tỷ , 42 m, Tỉnh lộ 72. Xã La Phù. Huyện Hoài Đức. Hà Nội,9816735,_,---,Cần bán,"4,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,2m",---,,10m,---,---
 1.9 tỷ , 32 m, Tỉnh lộ 72. Xã La Phù. Huyện Hoài Đức. Hà Nội,9816669,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,8m",3,,---,3,---
 2.2 tỷ , 35 m, Tỉnh lộ 72. Xã An Khánh. Huyện Hoài Đức. Hà Nội,9727630,_,,Cần bán,"3,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,4,,---,3,---
 2.15 tỷ , 43 m, Tỉnh lộ 72. Xã An Khánh. Huyện Hoài Đức. Hà Nội,9777263,_,---,Cần bán,5m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,3m",---,,10m,---,---
 2 tỷ , 32 m, Đường La Nội. Phường Dương Nội. Quận Hà Đông. Hà Nội,9947738,_,,Cần bán,"2,5m",,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,"3,8m",3,---,---,3,---
 2.6 tỷ , 52 m, Đường Cầu Cốc. Phường Tây Mỗ. Quận Nam Từ Liêm. Hà Nội,9951999,_,---,Cần bán,"2,3m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,"10,5m",---,---
 1.9 tỷ , 35 m, Đường La Phù. Xã La Phù. Huyện Hoài Đức. Hà Nội,9566244,_,,Cần bán,"2,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,8m",4,,---,4,---
 2.6 tỷ , 33 m, Đường Tây Mỗ. Phường Tây Mỗ. Quận Nam Từ Liêm. Hà Nội,9491238,_,,Cần bán,"2,7m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,95m",4,,---,3,---
 3 tỷ , 40 m, Đường Đại Mỗ. Phường Đại Mỗ. Quận Nam Từ Liêm. Hà Nội,9676905,_,,Cần bán,"3,3m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,4,,---,4,---
 3 tỷ , 36 m, Đường La Cả. Phường Dương Nội. Quận Hà Đông. Hà Nội,9672826,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,8m",5,,---,3,---
 2 tỷ , 43 m, HOA THÁM Xã La Phù. Huyện Hoài Đức. Hà Nội,9618901,_,---,Cần bán,5m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,,---,---,---
 5.75 tỷ , 41 m, 11 Phố Tân Mai. Phường Tân Mai. Quận Hoàng Mai. Hà Nội,10370760,_,---,Cần bán,4m,---,Nhà trong hẻm,---,---,---,5,---,---,4,---
 7.3 tỷ , 55 m, 11 Đường Nguyễn An Ninh. Phường Tương Mai. Quận Hoàng Mai. Hà Nội,10363219,_,---,Cần bán,5m,---,Nhà trong hẻm,---,---,---,5,---,---,6,---
 25.8 tỷ , 110 m, 66 Đường Nguyễn Văn Trỗi. Phường Phương Liệt. Quận Thanh Xuân. Hà Nội,10355182,_,---,Cần bán,20m,---,Nhà mặt tiền,---,---,---,4,---,---,4,---
 28.5 tỷ , 245 m, 11 Phố Hoàng Văn Thái. Phường Khương Trung. Quận Thanh Xuân. Hà Nội,10736557,_,---,Cần bán,5m,---,"Biệt thự, nhà liền kề",---,---,---,3,---,---,4,---
 11.95 tỷ , 70 m, 11 Đường Trần Nguyên Đán. Phường Định Công. Quận Hoàng Mai. Hà Nội,10716186,_,---,Cần bán,6m,---,Nhà mặt tiền,---,---,---,4,---,---,4,---
 13.2 tỷ , 80 m, 135 Phố Hào Nam. Phường Cát Linh. Quận Đống Đa. Hà Nội,10696824,_,---,Cần bán,4m,---,Nhà mặt tiền,---,---,---,4,---,---,5,---
 8.6 tỷ , 61 m, 11 Phố Quan Nhân. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,10706550,_,---,Cần bán,6m,---,Nhà trong hẻm,---,---,---,4,---,---,4,---
 8.3 tỷ , 60 m, 12 Phố Kim Hoa. Phường Kim Liên. Quận Đống Đa. Hà Nội,10702398,_,---,Cần bán,3m,---,Nhà trong hẻm,---,---,---,6,---,---,4,---
 15.9 tỷ , 80 m, Phố Đặng Tiến Đông. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,10637043,_,---,Cần bán,4m,---,Nhà mặt tiền,---,---,---,3,---,---,3,---
 48.8 tỷ , 80 m, 2 Đường Võ Văn Dũng. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,10636087,_,---,Cần bán,8m,---,Nhà mặt tiền,---,---,---,8,---,---,6,---
 6.45 tỷ , 52 m, . Phường Thịnh Liệt. Quận Hoàng Mai. Hà Nội,10641980,_,---,Cần bán,4m,---,Nhà trong hẻm,---,---,---,4,---,---,4,---
 7.95 tỷ , 60 m, 176 Đường Trương Định. Phường Bạch Mai. Quận Hai Bà Trưng. Hà Nội,10646673,_,---,Cần bán,4m,---,Nhà trong hẻm,---,---,---,4,---,---,4,---
 12 tỷ , 45 m, 73 Phố Hoàng Văn Thái. Phường Khương Trung. Quận Thanh Xuân. Hà Nội,10651243,_,---,Cần bán,5m,---,Nhà mặt tiền,---,---,---,5,---,---,4,---
 7.9 tỷ , 52 m, 111 Phố Nguyễn Ngọc Nại. Phường Khương Trung. Quận Thanh Xuân. Hà Nội,10654383,_,---,Cần bán,5m,---,Nhà trong hẻm,---,---,---,4,---,---,4,---
 6.5 tỷ , 45 m, 30 Phố Phan Đình Giót. Phường Phương Liệt. Quận Thanh Xuân. Hà Nội,10662496,_,---,Cần bán,4m,---,Nhà trong hẻm,---,---,---,6,---,---,10,---
 6.2 tỷ , 35 m, 111 Phố Kim Đồng. Phường Giáp Bát. Quận Hoàng Mai. Hà Nội,10553464,_,---,Cần bán,5m,---,Nhà trong hẻm,---,---,---,2,---,---,3,---
 6.1 tỷ , 45 m, 111 Phố Vọng. Phường Bách Khoa. Quận Hai Bà Trưng. Hà Nội,10569328,_,---,Cần bán,3m,---,Nhà trong hẻm,---,---,---,4,---,---,4,---
 13.3 tỷ , 70 m, 11 Đường Linh Đàm. Phường Hoàng Liệt. Quận Hoàng Mai. Hà Nội,10571040,_,---,Cần bán,5m,---,Nhà mặt tiền,---,---,---,4,---,---,5,---
 8.6 tỷ , 60 m, 12 Phố Nguyễn Ngọc Vũ. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,10585346,_,---,Cần bán,3m,---,Nhà trong hẻm,---,---,---,4,---,---,4,---
 12 tỷ , 50 m, 11 Đường Nguyễn Xiển. Phường Thanh Xuân Nam. Quận Thanh Xuân. Hà Nội,10585244,_,---,Cần bán,5m,---,Nhà mặt tiền,---,---,---,4,---,---,4,---
 2.1 tỷ , 40 m, Đường Đại Mỗ. Phường Đại Mỗ. Quận Nam Từ Liêm. Hà Nội,11989681,_,---,Cần bán,2m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,4m,2,---,10m,2,---
 2 tỷ , 33 m, Đường Tây Mỗ. Phường Tây Mỗ. Quận Nam Từ Liêm. Hà Nội,12010907,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,4m,1,---,"8,2m",2,---
 6.2 tỷ , 36 m, Phố Thái Hà. Phường Trung Liệt. Quận Đống Đa. Hà Nội,11840626,_,,Cần bán,"2,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"4,8m",6,---,---,3,---
 7.65 tỷ , 60 m, Phố Tô Vĩnh Diện. Phường Khương Trung. Quận Thanh Xuân. Hà Nội,11839977,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,4,,---,4,---
 8.5 tỷ , 52 m, Phố Thái Hà. Phường Trung Liệt. Quận Đống Đa. Hà Nội,11840128,_,,Cần bán,6m,,Nhà trong hẻm,---,,4m,6,---,---,3,---
 8.5 tỷ , 50 m, Đường Nguyễn Xiển. Phường Hạ Đình. Quận Thanh Xuân. Hà Nội,11834866,_,,Cần bán,"2,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,6m,6,---,---,5,---
 8 tỷ , 36 m, Phố Thái Hà. Phường Trung Liệt. Quận Đống Đa. Hà Nội,11877152,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,5m",4,,---,3,---
 8.6 tỷ , 36 m, Phố Thái Hà. Phường Trung Liệt. Quận Đống Đa. Hà Nội,11865963,_,,Cần bán,6m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,6m",4,,---,5,---
 3.39 tỷ , 30 m, Đường Triều Khúc. Xã Tân Triều. Huyện Thanh Trì. Hà Nội,11865670,_,,Cần bán,"2,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,8m",5,---,---,3,---
 8.88 tỷ , 63 m, Phố Thái Hà. Phường Trung Liệt. Quận Đống Đa. Hà Nội,11874220,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,8m",3,,---,3,---
 4.6 tỷ , 38 m, Đường Trường Chinh. Phường Ngã Tư Sở. Quận Đống Đa. Hà Nội,11897627,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,8m",3,---,---,3,---
